years,court,simplejudge,record,place,compromise,xword,education,mind,financial,support,attitude,confess,sequel,law,label
109,1,0,2,0,2,2,2,2,2,1,2,0,0,0,2
109,2,0,2,1,1,8,2,2,2,1,2,1,1,0,0
109,1,0,2,0,2,9,2,2,2,1,2,1,1,0,0
109,1,0,2,0,2,4,2,2,2,1,1,0,0,0,0
109,1,1,2,0,2,6,2,2,2,0,3,0,1,0,2
109,1,0,2,0,2,1,1,2,1,1,0,1,0,0,0
109,2,0,2,0,2,9,0,2,0,1,0,1,0,0,0
109,3,0,2,0,2,10,1,2,1,1,2,1,1,0,0
109,1,0,2,0,1,0,1,2,1,1,0,0,0,0,1
109,1,0,2,1,1,0,1,2,0,1,2,0,1,0,0
109,1,1,2,0,2,8,2,2,2,1,0,0,0,0,1
109,1,0,2,0,2,9,2,2,2,1,2,1,0,0,0
109,2,0,2,0,2,4,2,2,1,1,2,1,1,0,1
109,1,0,2,0,2,2,2,2,2,1,2,0,0,0,0
109,2,0,2,0,1,8,1,2,0,1,1,0,0,0,0
108,2,0,0,0,2,4,2,2,2,1,2,0,0,0,1
109,1,0,2,0,1,1,2,2,1,1,0,0,0,0,0
109,1,0,2,0,2,6,2,2,2,1,2,1,0,0,1
109,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
109,1,1,2,0,2,1,2,2,2,1,2,1,1,0,0
109,1,0,2,0,2,0,1,2,0,1,2,0,0,0,0
109,2,1,2,1,2,0,1,2,2,1,2,0,0,0,0
109,1,0,2,0,1,5,2,2,2,1,2,0,0,0,1
109,1,0,0,0,2,4,2,2,2,1,0,0,0,0,1
109,1,0,2,0,1,2,2,2,0,1,2,0,0,0,0
109,1,0,2,0,1,8,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,3,1,2,2,1,2,0,0,0,0
109,1,0,2,0,2,0,2,2,2,1,0,1,1,0,0
109,2,1,2,0,2,9,1,2,2,1,1,0,1,0,0
109,1,1,2,0,2,3,2,2,2,1,2,1,0,0,1
109,1,0,2,1,1,2,2,2,2,1,2,0,0,0,0
109,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
109,2,0,2,0,1,10,2,2,0,1,2,1,0,0,0
109,2,0,2,0,1,6,0,2,1,1,2,1,0,0,0
109,1,0,2,1,1,9,2,2,2,1,2,1,1,0,0
109,2,0,2,0,2,9,2,2,1,1,2,1,0,0,0
109,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,6,0,2,1,1,2,0,0,0,0
109,1,0,2,0,2,10,2,2,2,1,0,0,0,0,0
109,1,0,2,0,1,9,0,2,0,1,2,1,1,0,0
109,1,0,2,0,2,9,2,2,2,1,3,1,0,0,0
109,1,0,2,0,2,0,2,2,2,1,2,0,1,0,0
109,1,0,2,1,2,0,2,2,2,1,0,0,1,0,3
109,2,0,2,1,2,8,2,2,2,1,2,0,0,0,2
109,1,0,2,0,2,4,2,2,2,1,2,0,1,0,0
109,1,0,2,1,2,6,1,2,1,1,2,0,0,0,0
109,1,0,2,0,1,6,2,2,2,1,2,1,1,0,2
109,1,0,2,1,2,0,2,2,2,1,2,0,1,0,1
109,1,0,2,1,1,7,2,2,2,0,2,1,1,0,2
109,1,0,2,0,2,4,2,2,2,1,2,1,0,0,0
109,1,1,2,0,2,4,0,2,0,0,0,0,0,0,1
109,1,0,2,1,2,10,2,2,2,1,2,1,0,0,0
109,1,1,2,1,1,0,1,2,2,1,1,0,0,0,0
109,2,0,2,1,1,4,2,2,2,1,3,1,0,0,0
109,1,0,2,0,1,1,2,2,2,1,2,1,0,0,0
109,2,0,2,0,2,9,2,2,2,1,3,0,0,0,1
109,1,1,2,0,1,4,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,4,0,2,2,1,3,0,1,0,0
109,1,0,2,0,2,9,2,2,1,1,0,0,0,0,0
109,1,0,2,0,2,4,0,2,2,1,2,0,0,0,0
109,1,0,2,0,2,8,1,2,1,1,0,0,1,0,3
109,1,0,2,1,2,10,2,2,2,1,2,1,1,0,0
109,1,0,2,0,2,6,2,2,2,1,2,0,1,0,3
109,1,0,2,0,1,2,2,2,2,1,1,0,0,0,0
109,1,0,2,0,2,8,2,2,2,1,2,1,0,0,0
109,1,0,2,0,1,8,0,2,2,1,0,0,1,0,1
109,3,0,2,0,1,7,0,2,2,0,2,1,1,0,0
109,1,1,2,0,1,8,0,2,0,1,2,0,1,0,1
109,1,1,2,0,2,8,2,2,2,1,0,1,1,0,2
109,2,1,2,0,2,3,0,2,0,1,0,1,1,0,0
109,2,1,2,1,2,8,2,2,0,1,3,1,1,0,2
109,1,1,2,0,1,5,0,2,2,1,2,1,0,0,0
109,1,0,2,0,1,7,2,2,1,1,0,0,0,0,0
109,1,0,2,0,1,8,1,2,0,1,2,1,0,0,0
109,1,1,2,0,2,0,2,2,2,1,0,0,0,0,1
109,1,0,2,0,1,4,1,2,2,1,2,1,0,0,1
109,2,0,0,0,2,9,2,2,2,0,2,1,0,0,0
109,2,1,2,0,2,8,0,2,2,0,1,0,1,0,1
109,1,0,2,0,2,10,0,2,2,1,2,0,0,0,0
109,1,0,2,0,2,10,0,2,2,1,2,1,0,0,0
109,1,0,2,0,2,9,1,2,2,1,2,1,1,0,3
109,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
109,2,0,2,0,1,8,2,2,2,1,2,0,1,0,0
109,1,1,2,1,2,0,2,2,2,1,2,0,1,0,0
109,1,1,2,0,1,7,1,2,2,0,0,0,1,0,0
109,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
109,1,0,2,1,2,6,2,2,2,1,2,1,0,0,1
109,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
109,1,0,2,0,2,6,2,2,2,1,2,0,1,0,2
109,1,0,2,0,1,0,2,2,2,1,2,0,0,0,0
109,2,0,2,1,2,9,1,2,0,1,0,0,0,0,0
109,1,0,2,0,2,0,2,2,2,1,2,1,1,0,2
109,2,0,2,0,2,2,1,2,1,1,0,0,0,0,0
109,1,1,2,0,2,2,2,2,2,1,3,1,0,0,2
109,1,0,2,0,2,2,2,2,2,1,2,0,0,0,2
109,1,0,2,0,1,6,1,2,0,1,2,0,1,0,0
109,1,0,2,0,2,4,2,2,2,1,2,0,1,0,0
109,1,0,2,1,1,5,2,2,2,1,2,0,1,0,0
109,1,0,2,0,2,6,1,2,2,1,2,1,0,0,1
109,1,0,2,0,2,3,0,2,2,1,0,1,1,0,1
109,1,0,2,0,2,4,2,2,2,1,2,1,1,0,0
109,2,1,2,0,2,8,0,2,2,1,2,1,1,0,2
109,1,0,2,0,2,5,2,2,2,1,2,0,0,0,3
109,3,0,2,0,2,5,0,2,0,1,3,0,0,0,0
109,3,1,2,1,1,4,2,2,2,0,2,1,1,0,0
109,2,0,2,0,2,4,2,2,2,1,0,0,1,0,2
109,1,0,2,0,2,7,2,2,2,1,2,1,1,0,0
109,1,0,2,0,2,5,2,2,2,1,0,0,1,0,0
109,3,1,2,0,2,6,0,2,2,0,2,1,1,0,1
109,3,1,2,0,1,6,2,2,2,0,0,0,0,0,2
109,1,1,2,0,1,8,1,2,1,1,0,0,1,0,0
109,1,1,2,0,2,4,2,2,2,1,2,1,0,0,0
109,1,1,2,0,2,8,1,2,2,1,2,0,0,0,0
109,2,0,2,0,1,4,0,2,2,1,2,0,1,0,1
109,2,0,2,0,1,6,1,2,0,1,2,1,1,0,0
109,2,0,2,0,1,0,2,2,2,1,2,1,0,0,3
109,1,1,2,1,1,4,1,2,2,1,2,0,1,0,3
109,1,1,2,0,2,5,1,2,1,1,0,0,1,0,3
109,1,0,2,0,1,4,2,2,2,1,3,1,0,0,0
109,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
109,1,0,2,0,1,2,2,2,2,1,2,0,0,0,0
109,1,1,2,0,1,0,0,2,2,0,0,0,0,0,2
109,1,0,2,0,1,8,0,2,0,1,2,1,1,0,3
109,1,1,2,0,2,8,2,2,0,1,0,0,1,0,3
109,1,0,2,0,1,8,2,2,2,1,2,1,0,0,0
109,1,0,2,1,2,10,2,2,2,1,2,0,0,0,0
109,1,0,2,0,2,0,1,2,2,1,3,0,1,0,0
109,1,0,2,1,2,2,2,2,2,1,2,0,0,0,0
109,2,0,2,0,1,8,2,2,2,1,3,0,1,0,0
109,1,0,1,0,2,4,0,2,2,0,2,1,0,0,1
109,2,0,2,0,1,7,1,2,1,1,2,1,0,0,0
109,2,1,2,0,1,4,2,2,0,1,2,1,1,0,0
109,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
109,2,0,2,0,2,4,2,2,2,1,2,1,1,0,0
109,2,0,2,0,2,8,0,2,0,1,1,0,0,0,0
109,2,0,2,0,2,0,2,2,2,1,2,1,0,0,2
109,1,0,2,1,2,4,1,2,1,0,0,0,0,0,0
109,1,1,2,1,2,4,2,2,2,1,2,0,0,0,0
109,1,1,2,1,1,6,0,2,2,1,1,0,0,0,3
109,1,0,2,0,2,4,2,2,2,1,0,1,0,0,0
109,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
109,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,5,2,2,2,1,0,0,0,0,0
108,2,1,2,0,1,8,2,2,0,1,2,1,0,0,0
109,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
109,1,0,2,1,2,6,2,2,1,1,2,0,0,0,0
109,1,0,2,0,2,10,2,2,2,1,2,0,0,0,2
109,1,0,2,0,2,1,2,2,2,1,2,0,0,0,0
109,1,0,2,1,2,7,0,2,2,1,3,0,0,0,0
109,2,0,2,0,1,4,2,2,1,1,2,1,1,0,0
109,2,1,2,0,1,4,0,2,0,1,2,1,1,0,0
109,2,1,2,0,1,4,0,2,2,1,1,0,1,0,1
109,1,0,2,0,2,1,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,9,2,2,2,1,2,0,0,0,0
109,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,5,2,2,2,1,2,1,0,0,1
109,1,0,2,0,2,0,2,2,2,1,3,1,0,0,0
109,1,0,2,0,2,4,2,2,2,1,2,1,1,0,0
109,1,1,2,0,1,5,2,2,2,1,2,0,0,0,0
109,1,0,2,1,1,10,2,2,2,1,0,0,0,0,2
109,1,0,2,0,1,2,2,2,2,1,2,0,1,0,0
109,2,0,2,0,2,5,2,2,2,1,2,0,0,0,2
109,1,0,2,0,1,4,2,2,2,1,2,1,1,0,0
109,1,0,2,0,1,5,1,2,1,1,2,1,1,0,0
109,1,0,2,0,2,4,2,2,0,1,2,0,0,0,0
109,2,0,2,0,1,4,2,2,2,1,2,1,0,0,0
109,1,1,2,1,2,2,2,2,2,1,2,0,1,0,3
109,1,1,2,0,2,4,2,2,2,1,1,0,0,0,1
109,1,1,2,0,1,8,1,2,0,1,0,0,0,0,0
109,1,0,2,0,2,5,2,2,2,1,2,1,1,0,0
109,1,0,2,0,1,4,0,2,2,1,2,1,0,0,0
109,1,0,2,0,2,7,2,2,2,1,2,0,1,0,0
109,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
109,1,1,2,0,1,4,0,2,2,1,2,0,0,0,0
109,1,1,2,1,2,6,1,2,2,1,0,0,1,0,3
109,1,1,2,0,1,7,0,2,2,0,1,0,0,0,1
109,2,0,2,0,2,1,0,2,0,0,2,1,1,0,0
109,2,0,2,0,1,6,1,2,2,1,3,1,0,0,0
109,2,1,2,0,1,8,2,2,0,1,2,1,0,0,1
109,1,1,2,1,1,0,2,2,0,1,0,1,1,0,0
109,1,0,2,0,1,6,2,2,0,1,2,1,0,0,0
109,2,0,2,0,2,1,2,2,2,1,3,1,1,0,1
109,1,0,2,0,2,5,0,2,2,1,2,1,0,0,0
109,2,1,2,1,1,3,2,2,0,1,0,0,0,0,3
109,2,0,2,1,1,0,2,2,2,1,0,0,0,0,0
108,1,0,2,1,1,0,2,2,1,1,0,0,0,0,3
109,1,0,2,0,2,6,1,2,1,1,2,1,0,0,0
109,1,1,2,0,1,5,1,2,2,1,3,1,0,0,0
110,1,0,2,0,2,9,0,2,0,1,3,0,1,0,0
110,1,0,2,0,2,10,0,2,0,1,3,1,1,0,0
110,1,0,2,0,1,4,2,2,2,1,2,0,0,0,0
109,1,1,2,0,2,2,1,2,2,1,0,0,0,0,0
109,2,0,2,0,1,5,2,2,2,1,2,0,0,0,0
109,2,0,2,0,1,5,2,2,2,1,2,0,0,0,3
110,1,0,2,0,1,4,2,2,2,1,3,0,1,0,0
110,1,0,2,0,2,4,2,2,2,1,0,0,0,0,0
110,1,0,2,0,2,9,2,2,2,1,3,1,0,0,0
109,1,1,2,1,1,6,2,2,2,1,0,0,0,0,0
110,2,0,2,0,2,0,1,2,1,1,2,1,0,0,0
110,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
110,1,0,2,1,2,8,2,2,2,1,2,0,1,0,0
110,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
110,3,0,2,1,1,5,0,2,1,1,2,1,0,0,0
110,1,0,2,0,1,6,1,2,2,1,2,1,1,0,0
110,1,0,2,1,2,0,2,2,0,1,0,1,0,0,0
109,1,1,2,0,2,3,2,2,0,1,0,0,0,0,3
110,1,0,2,0,1,5,2,2,2,1,0,0,0,0,0
110,1,0,2,0,2,8,2,2,0,0,2,1,0,0,0
110,1,0,2,0,1,4,2,2,2,1,0,1,0,0,1
110,2,0,2,0,1,8,2,2,2,1,0,1,0,0,1
109,1,0,2,1,1,4,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,6,2,2,2,1,1,0,0,0,0
110,1,0,2,1,2,4,2,2,2,1,2,1,0,0,0
110,2,1,2,1,2,0,2,2,2,1,2,0,1,0,3
110,1,0,2,0,1,10,2,2,2,1,2,1,1,0,0
109,1,0,2,0,2,4,2,2,0,1,0,0,0,0,1
110,1,0,2,1,2,7,1,2,0,0,3,1,1,0,0
109,1,0,2,0,2,6,2,2,2,1,0,0,0,0,0
109,1,0,2,1,2,2,2,2,2,1,2,1,0,0,0
109,1,0,2,0,1,8,2,2,2,1,1,0,0,0,0
109,2,1,2,0,2,0,0,2,1,1,2,0,0,0,0
110,1,0,2,1,2,6,2,2,2,1,2,1,1,0,1
110,1,0,2,1,1,0,2,2,1,1,2,1,0,0,0
109,1,1,2,0,2,0,1,2,2,0,0,0,1,0,0
109,1,1,2,0,1,5,2,2,2,1,0,1,0,0,0
110,2,0,2,0,2,8,2,2,2,1,2,1,1,0,0
109,1,1,2,0,2,6,2,2,2,1,3,0,0,0,0
110,2,0,2,1,1,4,2,2,2,1,2,1,0,0,1
110,1,0,2,0,1,10,2,2,0,1,1,0,0,0,0
110,1,0,2,0,1,5,2,2,2,1,0,0,0,0,0
110,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
110,2,0,2,0,1,3,2,2,0,1,2,1,1,0,0
110,2,0,0,0,2,3,0,2,0,1,2,1,1,0,1
110,1,0,2,0,2,1,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,5,0,2,0,1,3,0,0,0,3
110,1,0,2,0,2,5,2,2,1,1,2,1,1,0,2
109,1,0,2,1,1,8,2,2,2,1,2,1,0,0,0
109,2,0,2,1,2,4,0,2,2,1,0,0,0,0,0
109,2,0,2,0,1,5,2,2,2,1,2,1,0,0,2
109,1,0,2,0,2,8,0,2,2,0,2,0,0,0,1
108,1,0,2,0,2,8,2,2,2,1,2,0,1,0,0
110,2,0,2,1,1,6,2,2,2,1,2,0,1,0,1
110,2,0,2,0,2,2,0,2,1,1,2,1,0,0,0
109,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
109,2,0,2,0,1,8,2,2,2,1,2,1,0,0,0
109,1,1,2,0,2,4,0,2,0,1,0,1,0,0,0
109,1,1,2,0,2,0,2,2,2,1,2,0,0,0,1
109,1,1,2,0,2,0,2,2,2,1,2,0,0,0,1
109,1,1,2,0,2,0,0,2,1,1,3,0,0,0,0
109,1,0,2,0,1,4,1,2,1,1,2,0,0,0,1
110,1,0,2,0,2,4,2,2,2,1,1,0,0,0,0
110,2,0,2,0,1,5,2,2,2,1,3,1,0,0,0
110,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
109,1,1,2,0,2,0,2,2,2,1,2,1,1,0,3
109,2,1,2,0,1,0,2,2,2,1,0,0,1,0,0
110,1,0,2,0,2,1,0,2,2,1,2,1,1,0,0
109,1,1,2,1,2,0,2,2,2,0,2,0,0,0,2
109,1,1,2,0,2,4,2,2,2,1,2,1,1,0,0
109,1,1,2,0,2,4,2,2,2,0,2,0,1,0,0
109,2,1,2,1,2,4,2,2,0,1,2,1,1,0,1
109,1,0,2,0,1,11,0,2,0,1,2,1,0,0,0
109,1,1,2,0,1,0,0,2,2,1,2,1,0,0,0
110,1,0,2,0,2,4,2,2,2,1,0,1,0,0,0
110,1,0,2,0,1,2,0,2,0,1,2,1,0,0,0
109,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
109,1,1,2,0,2,0,0,2,0,0,1,0,0,0,0
109,1,1,2,1,1,6,2,2,0,1,0,0,1,0,2
110,1,0,2,0,0,4,0,2,0,1,0,0,1,0,0
110,1,0,2,1,2,0,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,2,2,2,0,1,3,1,0,0,0
109,1,0,2,0,2,0,2,2,2,1,0,0,0,0,1
109,1,0,2,0,2,9,2,2,2,1,3,0,0,0,0
109,1,0,2,1,1,8,1,2,1,1,2,1,0,0,0
109,1,0,2,1,2,2,2,2,2,1,2,1,0,0,2
109,1,1,2,0,1,3,2,2,2,1,2,1,1,0,1
109,1,0,2,0,2,4,2,2,2,1,0,0,1,0,0
110,1,0,2,0,2,5,0,2,0,1,2,0,1,0,0
109,2,0,2,0,1,7,2,2,2,0,2,1,1,0,0
109,1,0,2,0,2,8,1,2,2,1,2,0,0,0,0
110,1,0,0,0,2,8,2,2,2,1,2,1,0,0,0
109,1,0,2,1,2,0,2,2,2,1,2,1,0,0,0
109,1,0,2,0,1,9,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,5,2,2,0,1,2,1,0,0,0
109,2,0,2,0,1,4,2,2,1,1,0,0,0,0,3
109,2,0,2,1,2,6,1,2,2,1,2,0,0,0,0
109,1,0,2,0,1,3,2,2,1,1,2,0,1,0,3
109,1,0,2,0,1,6,2,2,2,1,0,0,0,0,0
109,1,1,2,0,2,0,2,2,2,1,0,0,1,0,3
109,1,1,2,1,1,6,2,2,2,1,1,0,0,0,0
109,2,0,2,1,1,5,2,2,2,1,2,1,0,0,0
109,1,0,2,0,2,4,2,2,2,1,0,1,0,0,0
110,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
110,1,0,2,0,2,0,2,2,2,1,2,1,1,0,0
110,3,0,2,0,1,5,2,2,2,1,0,1,1,0,3
110,1,1,2,0,2,4,2,2,2,1,2,0,0,0,0
110,2,1,2,1,2,4,0,2,2,1,1,0,1,0,0
110,1,1,2,0,2,10,2,2,1,1,0,0,1,0,2
110,1,0,2,0,1,0,2,2,2,1,3,1,0,0,0
110,1,1,2,0,1,5,2,2,2,1,2,1,0,0,0
109,1,1,2,0,1,8,1,2,2,1,2,0,1,0,3
109,2,1,0,0,2,1,2,2,2,1,2,0,0,0,3
110,1,0,2,0,1,9,1,2,2,1,2,1,1,0,0
110,1,1,2,0,2,4,2,2,0,1,3,0,1,0,0
110,1,0,2,0,2,4,0,2,2,1,2,0,0,0,0
110,1,1,2,1,2,0,0,2,2,1,1,0,0,0,0
110,1,1,2,0,2,2,2,2,2,1,3,0,1,0,0
110,1,0,2,1,2,8,1,2,0,1,2,1,0,0,0
110,1,0,2,0,1,5,0,2,2,1,2,1,0,0,0
110,1,0,2,1,1,8,2,2,1,1,2,0,1,0,0
110,1,0,2,1,2,2,1,2,1,1,2,0,0,0,0
110,1,0,2,0,2,6,2,2,2,1,2,1,0,0,2
110,1,0,2,0,1,2,2,2,2,1,2,1,0,0,0
110,1,0,2,1,2,8,2,2,2,1,2,1,1,0,0
110,1,0,2,0,2,10,0,2,1,1,2,0,0,0,1
109,2,0,2,0,2,5,0,2,1,1,2,1,0,0,0
109,1,1,2,0,1,2,1,2,1,1,0,0,0,0,3
110,1,0,2,0,2,1,1,2,2,1,2,1,0,0,0
110,1,0,2,1,1,8,2,2,1,0,3,1,0,0,0
109,1,0,2,1,2,0,1,2,0,1,2,0,0,0,0
110,1,0,2,1,1,8,2,2,2,1,2,0,0,0,0
110,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
110,1,0,2,0,1,8,0,2,2,1,2,1,1,0,0
109,1,0,2,0,2,6,0,2,0,1,0,0,1,0,0
109,3,1,2,1,1,8,0,2,0,1,3,0,0,0,2
110,1,0,2,0,2,8,2,2,1,1,2,0,0,0,1
110,1,0,2,0,2,1,2,2,0,1,3,0,0,0,0
110,1,0,2,1,2,9,2,2,2,1,2,1,1,0,1
110,2,0,2,1,2,9,2,2,2,1,3,0,0,0,0
110,1,0,2,0,2,8,2,2,2,1,0,0,0,0,0
110,2,0,2,0,1,8,2,2,1,1,1,0,0,0,2
110,1,1,2,0,1,8,2,2,2,1,2,0,1,0,2
110,1,1,2,0,1,6,2,2,2,1,0,0,0,0,0
110,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
110,1,0,2,0,2,9,2,2,2,1,2,0,0,0,0
110,2,0,2,0,1,2,2,2,2,1,2,1,1,0,1
110,1,1,2,0,2,8,1,2,2,1,2,1,0,0,1
110,1,0,2,0,2,6,1,2,0,1,2,0,0,0,1
110,1,0,2,0,2,6,2,2,2,1,3,0,1,0,0
109,1,1,2,0,2,8,0,2,0,1,0,0,0,0,0
110,1,1,2,0,2,8,0,2,1,1,1,0,1,0,2
110,1,1,2,1,1,8,1,2,2,1,1,0,1,0,2
110,1,1,2,1,1,2,0,2,2,1,2,1,0,0,0
110,1,0,2,0,2,5,2,2,2,1,2,0,1,0,0
110,1,0,2,0,1,4,2,2,2,1,2,1,1,0,0
110,2,0,2,0,2,2,0,2,2,1,2,0,0,0,1
110,1,0,2,0,2,4,1,2,0,1,2,1,1,0,0
110,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
110,1,0,0,0,1,4,0,2,0,1,2,1,0,0,0
110,1,0,2,1,1,6,2,2,2,1,2,1,1,0,0
110,1,1,2,1,2,8,2,2,2,1,1,1,1,0,2
110,1,0,2,1,2,6,2,2,2,1,0,0,0,0,3
110,1,0,2,1,1,4,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,4,0,2,1,1,3,1,0,0,0
109,2,0,2,0,2,5,0,2,2,1,2,0,0,0,1
110,1,0,2,0,2,7,0,2,2,0,2,1,1,0,2
110,1,0,2,1,2,6,2,2,2,1,2,1,0,0,0
109,1,1,2,0,1,5,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,10,0,2,2,1,2,1,1,0,0
110,1,0,2,0,2,4,0,2,0,1,2,0,0,0,0
110,1,0,2,0,2,4,2,2,2,1,3,1,1,0,0
110,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,1,2,2,2,1,0,0,0,0,0
110,1,0,2,0,1,1,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,5,0,2,0,1,0,0,0,0,0
110,1,0,2,0,1,1,2,2,2,1,2,1,0,0,0
110,1,0,2,0,1,5,2,2,2,1,2,0,1,0,0
110,1,0,2,0,2,5,1,2,0,1,2,0,0,0,0
110,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,5,0,2,0,1,2,1,0,0,0
110,1,0,2,0,1,5,0,2,0,1,0,0,1,0,0
110,1,1,2,0,2,8,0,2,2,1,3,0,0,0,0
110,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
110,2,0,2,0,1,4,2,2,2,1,0,0,1,0,2
110,1,0,2,0,1,1,1,2,2,0,2,1,0,0,1
110,1,0,2,0,2,1,2,2,2,1,2,1,0,0,0
110,1,0,2,0,1,4,0,2,2,1,0,0,1,0,1
109,1,1,2,1,2,2,0,2,2,1,0,0,1,0,1
110,2,0,2,0,2,2,2,2,2,1,2,0,0,0,0
110,1,0,2,1,2,2,0,2,0,1,2,1,0,0,0
110,2,0,2,0,1,10,2,2,2,1,2,1,0,0,1
110,1,0,2,1,1,0,2,1,2,1,2,1,1,0,0
109,2,0,2,0,1,6,2,2,2,1,3,1,0,0,0
109,2,0,2,0,2,4,2,2,2,1,2,1,0,0,0
110,1,0,2,0,2,4,2,2,0,0,2,1,0,0,0
110,1,0,2,0,2,4,1,2,2,1,2,1,0,0,0
110,1,0,2,1,1,8,1,2,2,1,2,1,1,0,0
109,1,1,2,0,2,5,2,2,2,1,2,0,1,0,0
110,1,0,0,0,2,3,2,2,2,1,2,1,1,0,3
110,1,0,2,0,1,8,2,2,2,1,1,0,0,0,0
109,1,0,2,0,1,6,0,2,2,1,3,1,0,0,0
109,2,0,2,0,1,4,2,2,0,1,2,0,0,0,0
109,2,0,2,0,1,6,2,2,2,1,2,0,0,0,0
110,1,0,2,1,2,2,0,2,2,1,2,0,0,0,2
109,2,0,2,0,1,8,0,2,0,1,2,0,0,0,0
110,1,0,2,1,2,4,2,2,2,1,2,0,0,0,0
110,2,1,2,0,2,8,0,2,2,0,2,1,0,0,0
109,2,1,2,1,2,0,2,2,2,0,2,1,1,0,0
110,1,1,2,0,1,5,2,2,2,1,2,1,0,0,0
109,1,0,2,1,2,0,2,2,2,1,2,0,1,0,0
110,1,0,2,1,2,6,2,2,2,1,2,0,0,0,0
109,3,0,2,1,2,6,2,2,2,1,2,0,1,0,0
109,3,0,2,1,1,10,2,2,2,1,2,0,0,0,0
110,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
110,1,1,2,0,2,8,2,2,2,1,0,0,1,0,0
110,1,1,2,0,1,0,0,2,2,1,2,1,0,0,1
110,1,0,2,0,2,1,2,2,2,1,2,0,0,0,0
110,1,0,2,0,2,0,0,2,1,1,2,1,0,0,0
110,1,0,2,1,2,6,2,2,2,1,2,1,0,0,0
110,1,0,2,0,1,2,0,2,1,1,2,0,1,0,0
110,1,1,2,0,1,6,2,2,2,1,0,0,0,0,2
109,2,0,2,0,1,4,2,2,2,1,3,1,0,0,0
110,3,0,2,0,2,8,2,2,2,1,2,1,1,0,1
110,2,0,2,0,2,6,2,2,2,1,3,0,0,0,0
110,2,0,2,1,1,2,2,2,0,1,2,1,1,0,0
110,1,0,0,0,2,2,2,2,1,1,0,0,0,0,1
110,1,0,2,0,2,6,2,2,2,1,0,0,0,0,0
110,2,0,2,0,2,4,2,2,0,1,2,1,0,0,0
110,1,0,2,0,2,3,2,2,2,1,0,0,1,0,1
110,1,0,2,0,1,9,0,2,0,1,2,1,1,0,0
110,1,0,2,0,2,5,2,2,0,1,2,1,0,0,2
110,1,0,2,1,1,6,2,2,2,1,2,0,0,0,0
110,1,0,2,1,2,4,2,2,2,1,2,0,0,0,0
110,2,0,2,0,2,1,0,2,0,1,0,0,0,0,0
110,1,0,2,0,1,4,2,2,2,1,0,0,1,0,0
110,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
110,1,1,2,0,2,9,1,2,2,1,0,1,1,0,0
110,1,1,2,0,2,6,2,2,2,1,2,0,0,0,0
110,1,0,2,1,2,4,2,2,2,1,3,1,1,0,2
110,1,0,2,0,1,5,2,2,2,1,2,0,1,0,0
110,1,0,2,1,2,8,1,2,1,1,2,1,1,0,0
110,1,0,2,1,2,6,2,2,2,1,2,0,0,0,0
110,1,0,2,0,2,6,2,2,2,1,2,0,0,0,1
110,1,0,2,1,2,4,1,2,2,1,2,1,0,0,1
110,3,0,2,0,1,10,0,2,2,1,2,1,0,0,2
110,1,1,2,0,2,4,2,2,2,1,2,0,0,0,1
